,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
132,리 신,승리,22분 13초,강타,점멸,어둠의 수확,마법,7/0/10,Perfect,13,13,0.6,55%,처형인의 대검,충전형 물약,-,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
133,엘리스,패배,33분 36초,강타,점멸,어둠의 수확,마법,4/13/10,1.08,14,32,1.0,37%,-,존야의 모래시계,제어 와드,밴시의 장막,마법 부여: 룬의 메아리,기동력의 장화
134,리 신,승리,30분 33초,강타,점멸,정복자,영감,11/5/11,4.40,16,27,0.9,69%,죽음의 무도,망가진 초시계,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
135,엘리스,패배,18분 27초,강타,점멸,어둠의 수확,마법,2/4/4,1.50,10,26,1.4,55%,루비 수정,충전형 물약,제어 와드,증폭의 고서,마법 부여: 룬의 메아리,마법사의 신발
136,엘리스,승리,27분 18초,강타,점멸,어둠의 수확,마법,7/2/14,10.50,15,21,0.8,58%,망각의 구,초시계,제어 와드,리안드리의 고통,마법 부여: 룬의 메아리,마법사의 신발
137,엘리스,승리,25분 5초,강타,점멸,어둠의 수확,마법,10/3/11,7.00,13,20,0.8,62%,추적자의 팔목 보호대,망가진 초시계,제어 와드,리안드리의 고통,마법 부여: 룬의 메아리,마법사의 신발
138,리 신,승리,27분 34초,강타,점멸,정복자,영감,8/2/10,9.00,14,44,1.6,60%,죽음의 무도,-,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
139,엘리스,승리,33분 5초,강타,점멸,어둠의 수확,마법,20/6/11,5.17,17,16,0.5,63%,모렐로노미콘,존야의 모래시계,쓸데없이 큰 지팡이,리안드리의 고통,마법 부여: 룬의 메아리,마법사의 신발
140,엘리스,패배,37분 5초,강타,점멸,어둠의 수확,마법,8/11/8,1.45,16,27,0.7,50%,방출의 마법봉,존야의 모래시계,악마의 마법서,리안드리의 고통,마법 부여: 룬의 메아리,마법사의 신발
141,엘리스,승리,20분 55초,강타,점멸,어둠의 수확,마법,8/3/6,4.67,11,22,1.1,64%,충전형 물약,망가진 초시계,제어 와드,리안드리의 고통,마법 부여: 룬의 메아리,마법사의 신발
142,엘리스,승리,31분 27초,강타,점멸,어둠의 수확,마법,15/3/20,11.67,17,35,1.1,73%,리안드리의 고통,존야의 모래시계,쓸데없이 큰 지팡이,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
143,엘리스,패배,34분 35초,강타,점멸,어둠의 수확,마법,14/8/10,3.00,16,53,1.5,77%,모렐로노미콘,존야의 모래시계,-,라바돈의 죽음모자,마법 부여: 룬의 메아리,마법사의 신발
144,엘리스,승리,29분 36초,강타,점멸,어둠의 수확,마법,5/1/8,13.00,14,18,0.6,50%,쐐기검,존야의 모래시계,제어 와드,악마의 마법서,마법 부여: 룬의 메아리,마법사의 신발
145,엘리스,패배,24분 57초,강타,점멸,어둠의 수확,마법,1/5/7,1.60,12,32,1.3,57%,쐐기검,충전형 물약,제어 와드,악마의 마법서,마법 부여: 룬의 메아리,마법사의 신발
146,리 신,패배,22분 9초,강타,점멸,정복자,영감,2/7/1,0.43,10,4,0.2,38%,롱소드,충전형 물약,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,약간 신비한 장화
147,리 신,패배,28분 17초,강타,점멸,정복자,영감,7/5/4,2.20,13,20,0.7,37%,군단의 방패,콜필드의 전투 망치,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
148,리 신,승리,47분 0초,강타,점멸,정복자,영감,12/7/16,4.00,18,35,0.7,64%,죽음의 무도,스테락의 도전,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
149,엘리스,승리,28분 25초,강타,점멸,어둠의 수확,마법,7/1/8,15.00,14,27,1.0,37%,-,존야의 모래시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
150,리 신,승리,18분 42초,강타,점멸,정복자,영감,8/0/4,Perfect,12,14,0.7,71%,마법무효화의 망토,충전형 물약,제어 와드,마법 부여: 용사,칠흑의 양날 도끼,닌자의 신발
151,쉔,패배,26분 11초,순간이동,점멸,착취의 손아귀,지배,3/6/1,0.67,13,137,5.2,27%,점화석,충전형 물약,도란의 방패,태양불꽃 망토,적응형 투구,헤르메스의 발걸음
152,야스오,패배,33분 45초,회복,점멸,기민한 발놀림,지배,10/7/17,3.86,16,240,7.1,64%,죽음의 무도,수은 장식띠,도미닉 경의 인사,무한의 대검,유령 무희,광전사의 군화
153,이즈리얼,패배,28분 0초,회복,점멸,정복자,영감,7/7/5,1.71,13,179,6.4,67%,처형인의 대검,흡혈의 낫,군단의 방패,얼어붙은 건틀릿,무라마나,명석함의 아이오니아 장화
154,이즈리얼,패배,20분 34초,회복,점멸,정복자,영감,6/3/2,2.67,12,128,6.2,67%,도란의 검,삼위일체,처형인의 대검,수확의 낫,마나무네,명석함의 아이오니아 장화
155,애쉬,승리,21분 24초,회복,점멸,치명적 속도,영감,3/3/7,3.33,13,174,8.1,43%,-,몰락한 왕의 검,-,-,루난의 허리케인,광전사의 군화
156,애쉬,승리,44분 17초,회복,점멸,치명적 속도,영감,13/5/17,6.00,18,287,6.5,65%,유령 무희,몰락한 왕의 검,헤르메스의 시미터,무한의 대검,필멸자의 운명,광전사의 군화
157,애쉬,승리,31분 14초,정화,점멸,치명적 속도,영감,6/6/17,3.83,16,193,6.2,61%,곡괭이,몰락한 왕의 검,헤르메스의 시미터,처형인의 대검,루난의 허리케인,광전사의 군화
158,리븐,패배,27분 30초,점화,점멸,정복자,영감,9/4/5,3.50,15,168,6.1,70%,도란의 검,죽음의 무도,곡괭이,칠흑의 양날 도끼,정수 약탈자,헤르메스의 발걸음
159,아칼리,승리,24분 5초,순간이동,점멸,기민한 발놀림,지배,7/4/4,2.75,14,175,7.3,37%,방출의 마법봉,마법공학 총검,존야의 모래시계,증폭의 고서,도란의 방패,마법사의 신발
160,블리츠크랭크,패배,27분 57초,점화,점멸,여진,영감,2/5/13,3.00,12,24,0.9,58%,화이트록의 갑옷,빙하의 장막,제어 와드,기사의 맹세,지크의 융합,기동력의 장화
161,엘리스,승리,27분 15초,강타,점멸,어둠의 수확,마법,3/2/10,6.50,14,16,0.6,43%,망가진 초시계,추적자의 팔목 보호대,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
162,이즈리얼,승리,28분 42초,회복,점멸,정복자,영감,5/3/5,3.33,14,207,7.2,37%,도란의 검,죽음의 무도,처형인의 대검,얼어붙은 건틀릿,무라마나,명석함의 아이오니아 장화
163,아칼리,패배,20분 58초,순간이동,점멸,정복자,지배,3/4/0,0.75,12,130,6.2,43%,체력 물약,마법공학 총검,망각의 구,-,도란의 방패,마법사의 신발
164,에코,승리,33분 56초,강타,점멸,어둠의 수확,영감,11/7/14,3.57,15,45,1.3,78%,제어 와드,마법공학 초기형 벨트-01,존야의 모래시계,라바돈의 죽음모자,마법 부여: 룬의 메아리,마법사의 신발
165,아칼리,패배,27분 34초,순간이동,점멸,정복자,지배,12/7/1,1.86,15,174,6.3,57%,-,마법공학 총검,존야의 모래시계,라바돈의 죽음모자,도란의 방패,마법사의 신발
166,아칼리,승리,25분 41초,순간이동,점멸,정복자,지배,9/4/3,3.00,13,129,5.0,50%,충전형 물약,마법공학 총검,초시계,-,모렐로노미콘,속도의 장화
167,아칼리,패배,25분 36초,순간이동,점멸,정복자,지배,6/3/4,3.33,14,151,5.9,48%,제어 와드,마법공학 총검,존야의 모래시계,방출의 마법봉,도란의 방패,마법사의 신발
168,블리츠크랭크,승리,23분 58초,점화,점멸,여진,영감,4/1/11,15.00,12,27,1.1,42%,기사의 맹세,파수꾼의 갑옷,제어 와드,화이트록의 갑옷,지크의 융합,기동력의 장화
169,카밀,패배,34분 2초,순간이동,점멸,착취의 손아귀,영감,11/10/10,2.10,16,150,4.4,62%,요림의 주먹,티아맷,루비 수정,죽음의 무도,삼위일체,헤르메스의 발걸음
170,아칼리,승리,16분 10초,순간이동,점멸,정복자,지배,5/2/0,2.50,10,97,6.0,25%,증폭의 고서,마법공학 총검,초시계,도란의 반지,방출의 마법봉,마법사의 신발
171,아칼리,승리,21분 22초,순간이동,점멸,정복자,지배,8/2/3,5.50,13,157,7.3,41%,쓸데없이 큰 지팡이,마법공학 총검,초시계,증폭의 고서,도란의 반지,마법사의 신발
172,쉔,패배,25분 29초,순간이동,점멸,착취의 손아귀,지배,2/5/6,1.60,13,137,5.4,47%,덤불 조끼,도란의 방패,제어 와드,망령의 두건,태양불꽃 망토,닌자의 신발
173,엘리스,승리,28분 4초,강타,점멸,어둠의 수확,마법,14/2/3,8.50,15,38,1.4,39%,악마의 마법서,망가진 초시계,충전형 물약,모렐로노미콘,마법 부여: 룬의 메아리,기동력의 장화
174,아칼리,패배,15분 25초,순간이동,점멸,정복자,지배,1/5/2,0.60,10,68,4.4,27%,증폭의 고서,빌지워터의 해적검,충전형 물약,마법공학 리볼버,도란의 방패,속도의 장화
175,아칼리,승리,37분 8초,순간이동,점멸,정복자,지배,10/8/7,2.12,17,195,5.3,47%,-,마법공학 총검,존야의 모래시계,라바돈의 죽음모자,모렐로노미콘,마법사의 신발
176,아칼리,승리,24분 37초,점화,점멸,기민한 발놀림,지배,11/0/4,Perfect,14,144,5.8,54%,모렐로노미콘,마법공학 총검,충전형 물약,도란의 방패,추적자의 팔목 보호대,마법사의 신발
177,리 신,승리,24분 6초,강타,점멸,정복자,영감,8/3/6,4.67,12,10,0.4,54%,-,-,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
178,루시안,승리,39분 12초,순간이동,점멸,집중 공격,마법,6/8/8,1.75,18,225,5.7,36%,처형인의 대검,몰락한 왕의 힘,-,무한의 대검,정수 약탈자,광전사의 군화
179,쉔,승리,30분 37초,순간이동,점멸,착취의 손아귀,지배,6/2/13,9.50,16,167,5.5,59%,도란의 방패,적응형 투구,점화석,망자의 갑옷,태양불꽃 망토,헤르메스의 발걸음
180,아칼리,패배,33분 59초,점화,순간이동,정복자,지배,11/10/3,1.40,17,205,6.0,42%,쓸데없이 큰 지팡이,마법공학 총검,망가진 초시계,모렐로노미콘,메자이의 영혼약탈자,마법사의 신발
181,쉔,승리,31분 5초,순간이동,점멸,착취의 손아귀,지배,5/3/23,9.33,17,150,4.8,61%,망령의 두건,거대한 히드라,-,-,태양불꽃 망토,헤르메스의 발걸음
182,아칼리,승리,32분 17초,점화,순간이동,정복자,지배,14/4/4,4.50,17,193,6.0,42%,추적자의 팔목 보호대,마법공학 총검,망가진 초시계,라바돈의 죽음모자,모렐로노미콘,마법사의 신발
183,아칼리,승리,22분 0초,점화,순간이동,정복자,지배,8/6/10,3.00,12,83,3.8,49%,충전형 물약,마법공학 총검,도란의 반지,망각의 구,방출의 마법봉,마법사의 신발
184,아칼리,승리,35분 37초,점화,순간이동,정복자,지배,6/7/4,1.43,15,161,4.5,27%,초시계,마법공학 총검,존야의 모래시계,도란의 방패,모렐로노미콘,마법사의 신발
185,블리츠크랭크,승리,23분 57초,점화,점멸,여진,영감,6/2/14,10.00,11,25,1.0,61%,군단의 방패,마법무효화의 망토,화이트록의 갑옷,기사의 맹세,지크의 융합,기동력의 장화
186,아칼리,패배,28분 3초,순간이동,점멸,정복자,지배,20/3/5,8.33,16,175,6.2,69%,쓸데없이 큰 지팡이,마법공학 총검,존야의 모래시계,방출의 마법봉,모렐로노미콘,마법사의 신발
187,아칼리,승리,21분 0초,순간이동,점멸,기민한 발놀림,지배,8/3/1,3.00,13,141,6.7,33%,-,마법공학 총검,제어 와드,도란의 방패,모렐로노미콘,마법사의 신발
188,쉔,패배,26분 42초,순간이동,점멸,착취의 손아귀,지배,7/5/5,2.40,14,139,5.2,75%,도란의 방패,점화석,망령의 두건,태양불꽃 망토,얼어붙은 망치,헤르메스의 발걸음
189,아칼리,승리,42분 5초,순간이동,점멸,정복자,지배,19/8/6,3.12,18,208,4.9,48%,라바돈의 죽음모자,마법공학 총검,존야의 모래시계,리안드리의 고통,모렐로노미콘,마법사의 신발
190,리븐,승리,30분 53초,순간이동,점멸,정복자,영감,13/4/6,4.75,18,206,6.7,39%,스테락의 도전,초시계,죽음의 무도,정수 약탈자,칠흑의 양날 도끼,헤르메스의 발걸음
191,카서스,패배,27분 18초,강타,점멸,어둠의 수확,정밀,4/7/12,2.29,14,24,0.9,73%,쓸데없이 큰 지팡이,초시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
192,카서스,승리,34분 53초,강타,점멸,어둠의 수확,정밀,11/4/4,3.75,18,47,1.3,58%,밴시의 장막,초시계,모렐로노미콘,라바돈의 죽음모자,마법 부여: 룬의 메아리,마법사의 신발
193,루시안,패배,32분 51초,순간이동,점멸,집중 공격,마법,7/5/3,2.00,16,245,7.5,36%,처형인의 대검,몰락한 왕의 검,수호 천사,-,정수 약탈자,광전사의 군화
194,루시안,승리,37분 53초,순간이동,점멸,집중 공격,마법,11/7/8,2.71,18,212,5.6,53%,주문포식자,몰락한 왕의 검,수은 장식띠,정수 약탈자,필멸자의 운명,헤르메스의 발걸음
195,루시안,승리,27분 43초,순간이동,점멸,집중 공격,영감,13/3/5,6.00,16,200,7.2,51%,도란의 검,몰락한 왕의 검,마법무효화의 망토,정수 약탈자,무한의 대검,광전사의 군화
196,루시안,승리,15분 11초,순간이동,점멸,집중 공격,마법,0/3/2,0.67,10,101,6.7,12%,충전형 물약,몰락한 왕의 검,제어 와드,-,도란의 검,-
197,루시안,패배,26분 23초,순간이동,점멸,집중 공격,지배,6/3/5,3.67,14,173,6.6,58%,정수 약탈자,몰락한 왕의 검,수은 장식띠,-,-,광전사의 군화
198,루시안,승리,21분 39초,순간이동,점멸,집중 공격,지배,9/2/1,5.00,14,171,7.9,48%,-,몰락한 왕의 검,정수 약탈자,도란의 검,-,광전사의 군화
199,이즈리얼,승리,29분 44초,회복,점멸,치명적 속도,영감,11/1/8,19.00,15,197,6.6,66%,도란의 검,몰락한 왕의 검,마법무효화의 망토,삼위일체,무라마나,명석함의 아이오니아 장화
200,엘리스,패배,39분 51초,강타,점멸,감전,마법,5/7/9,2.00,15,68,1.7,44%,기괴한 가면,존야의 모래시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
201,케이틀린,패배,30분 36초,회복,점멸,치명적 속도,마법,0/5/5,1.00,14,227,7.4,38%,도란의 검,충전형 물약,민첩성의 망토,고속 연사포,무한의 대검,광전사의 군화
202,진,승리,30분 58초,정화,점멸,기민한 발놀림,마법,7/2/10,8.50,15,196,6.3,47%,도란의 검,마법무효화의 망토,고속 연사포,무한의 대검,폭풍갈퀴,신속의 장화
203,리 신,승리,23분 59초,강타,점멸,정복자,영감,8/0/6,Perfect,13,17,0.7,70%,주문포식자,초시계,충전형 물약,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
204,엘리스,패배,48분 2초,강타,점멸,감전,마법,5/8/11,2.00,17,87,1.8,41%,리안드리의 고통,존야의 모래시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
205,에코,패배,19분 54초,강타,점멸,어둠의 수확,마법,8/4/2,2.50,11,51,2.6,62%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,충전형 물약,쓸데없이 큰 지팡이,마법 부여: 룬의 메아리,마법사의 신발
206,이즈리얼,패배,25분 41초,정화,점멸,정복자,영감,4/4/3,1.75,12,170,6.6,47%,도란의 검,빌지워터의 해적검,단검,얼어붙은 건틀릿,무라마나,명석함의 아이오니아 장화
207,이즈리얼,승리,20분 49초,회복,점멸,정복자,영감,6/0/7,Perfect,12,140,6.7,46%,도란의 검,탐식의 망치,흡혈의 낫,광휘의 검,무라마나,명석함의 아이오니아 장화
208,이즈리얼,승리,31분 25초,회복,점멸,정복자,마법,9/7/11,2.86,15,197,6.3,62%,죽음의 무도,-,도란의 검,무라마나,삼위일체,명석함의 아이오니아 장화
209,루시안,승리,29분 31초,회복,점멸,집중 공격,마법,12/4/6,4.50,16,168,5.7,42%,정수 약탈자,몰락한 왕의 검,무한의 대검,도란의 검,도란의 검,광전사의 군화
210,야스오,패배,21분 46초,점화,점멸,기민한 발놀림,지배,1/6/2,0.50,12,117,5.4,30%,도란의 검,충전형 물약,도란의 검,군단의 방패,유령 무희,광전사의 군화
211,블리츠크랭크,승리,34분 57초,점화,점멸,수호자,영감,0/10/12,1.20,14,39,1.1,48%,화이트록의 갑옷,초시계,제어 와드,지크의 융합,기사의 맹세,기동력의 장화
212,카서스,승리,25분 27초,강타,점멸,어둠의 수확,정밀,12/4/7,4.75,16,80,3.1,54%,모렐로노미콘,주문매듭 구슬,-,라바돈의 죽음모자,마법 부여: 룬의 메아리,마법사의 신발
213,리 신,패배,21분 42초,강타,점멸,정복자,영감,6/3/2,2.67,11,39,1.8,67%,충전형 물약,망가진 초시계,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
214,세트,패배,23분 23초,강타,점멸,난입,영감,4/3/2,2.00,11,38,1.6,50%,-,충전형 물약,제어 와드,망자의 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
215,엘리스,승리,34분 8초,강타,점멸,감전,마법,6/9/12,2.00,16,41,1.2,42%,기괴한 가면,존야의 모래시계,-,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
216,리븐,패배,37분 7초,점화,점멸,정복자,영감,4/6/7,1.83,18,211,5.7,29%,스테락의 도전,죽음의 무도,점화석,처형인의 대검,정수 약탈자,헤르메스의 발걸음
217,요네,패배,20분 10초,순간이동,점멸,정복자,지배,1/7/4,0.71,12,119,5.9,62%,도란의 검,흡혈의 낫,-,민첩성의 망토,유령 무희,광전사의 군화
218,릴리아,패배,24분 7초,강타,점멸,어둠의 수확,영감,5/6/3,1.33,13,37,1.5,50%,라일라이의 수정홀,기괴한 가면,제어 와드,방출의 마법봉,마법 부여: 룬의 메아리,헤르메스의 발걸음
219,사일러스,승리,26분 28초,점화,점멸,정복자,영감,8/3/5,4.33,14,177,6.7,41%,부패 물약,마법공학 GLP-800,존야의 모래시계,제어 와드,망각의 구,헤르메스의 발걸음
220,야스오,패배,26분 19초,점화,점멸,기민한 발놀림,지배,4/5/1,1.00,15,230,8.7,50%,도란의 검,군단의 방패,흡혈의 낫,무한의 대검,유령 무희,광전사의 군화
221,이렐리아,승리,26분 33초,점화,점멸,정복자,영감,6/5/5,2.20,13,171,6.4,48%,초시계,몰락한 왕의 검,부패 물약,-,삼위일체,닌자의 신발
222,사일러스,패배,39분 25초,점화,점멸,정복자,영감,6/9/10,1.78,18,183,4.6,50%,광휘의 검,마법공학 GLP-800,존야의 모래시계,에테르 환영,모렐로노미콘,마법사의 신발
223,아무무,패배,23분 5초,강타,점멸,감전,마법,5/1/1,6.00,12,32,1.4,50%,망각의 구,존야의 모래시계,충전형 물약,방출의 마법봉,마법 부여: 룬의 메아리,마법사의 신발
224,야스오,패배,35분 15초,점화,점멸,정복자,지배,7/9/8,1.67,18,294,8.3,52%,수은 장식띠,몰락한 왕의 검,수호 천사,무한의 대검,유령 무희,광전사의 군화
225,요네,승리,24분 52초,점화,점멸,기민한 발놀림,지배,17/2/6,11.50,15,177,7.1,62%,도란의 검,망가진 초시계,죽음의 무도,유령 무희,무한의 대검,광전사의 군화
226,야스오,패배,22분 8초,점화,점멸,기민한 발놀림,지배,2/4/3,1.25,14,178,8.0,62%,도란의 검,민첩성의 망토,B.F. 대검,도란의 검,스태틱의 단검,광전사의 군화
227,야스오,패배,32분 41초,점화,점멸,기민한 발놀림,지배,16/8/4,2.50,17,218,6.7,48%,죽음의 무도,도란의 검,스테락의 도전,스태틱의 단검,무한의 대검,광전사의 군화
228,야스오,패배,24분 54초,점화,점멸,기민한 발놀림,지배,2/9/8,1.11,13,142,5.7,71%,도란의 검,루비 수정,제어 와드,스태틱의 단검,무한의 대검,광전사의 군화
229,사일러스,패배,24분 34초,강타,점멸,정복자,지배,5/8/4,1.12,12,25,1.0,56%,쓸데없이 큰 지팡이,충전형 물약,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
230,엘리스,패배,28분 32초,강타,점멸,감전,마법,4/5/4,1.60,13,29,1.0,40%,모렐로노미콘,초시계,충전형 물약,악마의 마법서,마법 부여: 룬의 메아리,마법사의 신발
231,야스오,패배,29분 17초,점화,점멸,정복자,지배,2/6/6,1.33,14,193,6.6,47%,롱소드,흡혈의 낫,롱소드,무한의 대검,유령 무희,광전사의 군화
232,야스오,패배,19분 40초,점화,점멸,정복자,지배,8/6/0,1.33,12,125,6.4,73%,도란의 검,충전형 물약,롱소드,무한의 대검,유령 무희,광전사의 군화
233,야스오,승리,30분 45초,점화,점멸,기민한 발놀림,지배,9/8/2,1.38,17,212,6.9,32%,처형인의 대검,수은 장식띠,죽음의 무도,무한의 대검,유령 무희,광전사의 군화
234,야스오,패배,25분 10초,점화,점멸,기민한 발놀림,지배,12/7/4,2.29,15,196,7.8,62%,죽음의 무도,수은 장식띠,처형인의 대검,무한의 대검,유령 무희,광전사의 군화
235,야스오,패배,19분 59초,점화,점멸,기민한 발놀림,지배,4/4/2,1.50,12,138,6.9,100%,롱소드,B.F. 대검,도란의 검,처형인의 대검,스태틱의 단검,광전사의 군화
236,제드,패배,19분 35초,점화,점멸,정복자,지배,5/5/2,1.40,11,91,4.6,58%,-,요우무의 유령검,충전형 물약,도란의 검,드락사르의 황혼검,닌자의 신발
237,키아나,패배,26분 59초,점화,점멸,감전,영감,2/9/6,0.89,12,136,5.0,42%,제어 와드,부패 물약,굳건한 의지의 완전한 비스킷,그림자 검,드락사르의 황혼검,신속의 장화
238,야스오,승리,9분 18초,점화,점멸,기민한 발놀림,지배,3/0/3,Perfect,7,67,7.2,60%,-,체력 물약,-,도란의 검,도란의 검,광전사의 군화
239,카서스,승리,33분 26초,강타,점멸,어둠의 수확,정밀,5/6/17,3.67,18,58,1.7,58%,라바돈의 죽음모자,존야의 모래시계,증폭의 고서,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
240,그레이브즈,패배,33분 31초,강타,점멸,난입,정밀,8/8/6,1.75,13,72,2.1,74%,군단의 방패,콜필드의 전투 망치,칠흑의 양날 도끼,그림자 검,마법 부여: 용사,헤르메스의 발걸음
241,요네,패배,30분 15초,점화,점멸,정복자,지배,5/12/4,0.75,15,177,5.9,39%,도란의 검,흡혈의 낫,처형인의 대검,무한의 대검,유령 무희,광전사의 군화
242,사일러스,패배,20분 33초,강타,점멸,정복자,지배,7/4/2,2.25,11,32,1.6,75%,증폭의 고서,존야의 모래시계,제어 와드,점화석,마법 부여: 룬의 메아리,닌자의 신발
243,진,패배,32분 28초,정화,점멸,기민한 발놀림,마법,3/9/9,1.33,14,212,6.5,33%,폭풍갈퀴,도란의 검,민첩성의 망토,고속 연사포,무한의 대검,신속의 장화
244,사일러스,승리,34분 9초,점화,점멸,정복자,영감,9/5/10,3.80,18,213,6.2,49%,제어 와드,마법공학 GLP-800,존야의 모래시계,방출의 마법봉,리치베인,헤르메스의 발걸음
245,블리츠크랭크,패배,37분 31초,점화,점멸,여진,영감,2/9/11,1.44,13,28,0.7,42%,제어 와드,슈렐리아의 몽상,화이트록의 갑옷,지크의 융합,기사의 맹세,신속의 장화
246,야스오,승리,24분 51초,점화,점멸,정복자,지배,7/3/1,2.67,15,161,6.5,47%,도란의 검,처형인의 대검,흡혈의 낫,무한의 대검,스태틱의 단검,광전사의 군화
247,엘리스,패배,25분 45초,강타,점멸,감전,마법,6/8/5,1.38,12,15,0.6,44%,천 갑옷,망가진 초시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
248,누누와 윌럼프,패배,23분 3초,강타,점멸,난입,지배,4/3/6,3.33,11,53,2.3,77%,마법무효화의 망토,마법공학 초기형 벨트-01,제어 와드,점화석,마법 부여: 잿불거인,헤르메스의 발걸음
249,엘리스,패배,26분 33초,강타,점멸,감전,마법,3/7/10,1.86,13,44,1.7,48%,-,충전형 물약,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
250,엘리스,승리,29분 28초,강타,점멸,감전,마법,8/5/8,3.20,14,12,0.4,44%,추적자의 팔목 보호대,망가진 초시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
251,엘리스,승리,18분 19초,강타,점멸,감전,마법,5/2/8,6.50,10,23,1.3,54%,루비 수정,충전형 물약,-,방출의 마법봉,마법 부여: 룬의 메아리,마법사의 신발
252,사일러스,승리,42분 1초,강타,점멸,정복자,지배,13/7/11,3.43,18,56,1.3,55%,리치베인,마법공학 초기형 벨트-01,존야의 모래시계,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
253,엘리스,승리,18분 29초,강타,점멸,감전,마법,7/3/9,5.33,11,12,0.6,64%,증폭의 고서,초시계,제어 와드,방출의 마법봉,마법 부여: 룬의 메아리,마법사의 신발
254,에코,패배,28분 4초,강타,점멸,어둠의 수확,영감,4/5/2,1.20,13,51,1.8,50%,-,마법공학 초기형 벨트-01,-,리치베인,마법 부여: 룬의 메아리,마법사의 신발
255,자르반 4세,승리,20분 35초,강타,점멸,정복자,지배,7/3/7,4.67,11,29,1.4,52%,쇠사슬 조끼,망가진 초시계,음전자 망토,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
256,엘리스,승리,27분 17초,강타,점멸,감전,마법,2/5/5,1.40,13,15,0.5,29%,충전형 물약,존야의 모래시계,제어 와드,증폭의 고서,마법 부여: 룬의 메아리,마법사의 신발
257,엘리스,승리,25분 46초,강타,점멸,감전,마법,6/3/11,5.67,14,34,1.3,77%,악마의 마법서,초시계,충전형 물약,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
258,세트,패배,31분 58초,점화,점멸,난입,영감,2/10/7,0.90,13,49,1.5,25%,제어 와드,가고일의 돌갑옷,화이트록의 갑옷,망자의 갑옷,수정 팔 보호구,신속의 장화
259,바드,패배,17분 39초,점화,점멸,수호자,지배,0/3/1,0.33,8,20,1.1,25%,체력 물약,초시계,타곤 산의 방패,제어 와드,악마의 마법서,신속의 장화
260,바드,승리,32분 7초,회복,점멸,수호자,지배,4/4/23,6.75,15,37,1.2,84%,구원,미카엘의 도가니,타곤 산의 방벽,제어 와드,아테나의 부정한 성배,신속의 장화
261,에코,패배,32분 2초,강타,점멸,어둠의 수확,영감,14/6/8,3.67,14,50,1.6,79%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,존야의 모래시계,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
262,리 신,패배,20분 45초,강타,점멸,정복자,영감,2/7/5,1.00,10,18,0.9,47%,-,충전형 물약,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,약간 신비한 장화
263,엘리스,승리,33분 50초,강타,점멸,감전,마법,11/5/12,4.60,15,30,0.9,53%,방출의 마법봉,존야의 모래시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
264,세트,패배,39분 25초,강타,점멸,난입,영감,5/10/8,1.30,15,49,1.2,39%,정령의 형상,점화석,제어 와드,망자의 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
265,엘리스,승리,31분 37초,강타,점멸,감전,마법,9/6/15,4.00,16,53,1.7,53%,에테르 환영,존야의 모래시계,모렐로노미콘,쓸데없이 큰 지팡이,마법 부여: 룬의 메아리,마법사의 신발
