,champion,win,time,spell1,spell2,rune1,rune2,kill,death,assist,kda,lv,cs,cspm,kp,item1,item2,item3,item4,item5,item6
244,517,1,2049,14,4,8010,8300,9,5,10,3.80,18,213,6.2,49,2055,3030,3157,1026,3100,3111
245,53,0,2251,14,4,8439,8300,2,9,11,1.44,13,28,0.7,42,2055,2065,3857,3050,3109,3009
246,157,1,1491,14,4,8010,8100,7,3,1,2.67,15,161,6.5,47,1055,3123,1053,3031,3087,3006
247,60,0,1545,11,4,8112,8200,6,8,5,1.38,12,15,0.6,44,1029,2421,2055,3165,1402,3020
248,20,0,1383,11,4,8230,8100,4,3,6,3.33,11,53,2.3,77,1033,3152,2055,3067,1413,3111
249,60,0,1593,11,4,8112,8200,3,7,10,1.86,13,44,1.7,48,0,2031,2055,3165,1402,3020
250,60,1,1768,11,4,8112,8200,8,5,8,3.20,14,12,0.4,44,3191,2421,2055,3165,1402,3020
251,60,1,1099,11,4,8112,8200,5,2,8,6.50,10,23,1.3,54,1028,2031,0,1026,1402,3020
252,517,1,2521,11,4,8010,8100,13,7,11,3.43,18,56,1.3,55,3100,3152,3157,3165,1402,3020
253,60,1,1109,11,4,8112,8200,7,3,9,5.33,11,12,0.6,64,1052,2420,2055,1026,1402,3020
254,245,0,1684,11,4,8128,8300,4,5,2,1.20,13,51,1.8,50,0,3152,0,3100,1402,3020
255,59,1,1235,11,4,8010,8100,7,3,7,4.67,11,29,1.4,52,1031,2421,1057,3071,1400,3111
256,60,1,1637,11,4,8112,8200,2,5,5,1.40,13,15,0.5,29,2031,3157,2055,1052,1402,3020
257,60,1,1546,11,4,8112,8200,6,3,11,5.67,14,34,1.3,77,3108,2420,2031,3165,1402,3020
258,875,0,1918,14,4,8230,8300,2,10,7,0.90,13,49,1.5,25,2055,3193,3857,3742,3801,3009
259,432,0,1059,14,4,8465,8100,0,3,1,0.33,8,20,1.1,25,2003,2420,3859,2055,3108,3009
260,432,1,1927,7,4,8465,8100,4,4,23,6.75,15,37,1.2,84,3107,3222,3860,2055,3174,3009
261,245,0,1922,11,4,8128,8300,14,6,8,3.67,14,50,1.6,79,1058,3152,3157,3165,1402,3020
262,64,0,1245,11,4,8010,8300,2,7,5,1.00,10,18,0.9,47,0,2031,2055,3071,1400,2422
263,60,1,2030,11,4,8112,8200,11,5,12,4.60,15,30,0.9,53,1026,3157,2055,3165,1402,3020
264,875,0,2365,11,4,8230,8300,5,10,8,1.30,15,49,1.2,39,3065,3067,2055,3742,1401,3111
265,60,1,1897,11,4,8112,8200,9,6,15,4.00,16,53,1.7,53,3113,3157,3165,1058,1402,3020
266,157,1,2295,14,4,8021,8100,7,10,11,1.80,18,253,6.6,46,3812,2420,3156,3087,3031,3006
267,58,1,1692,14,4,8005,8400,3,5,8,2.20,16,208,7.4,39,1055,3153,0,3133,3071,3047
268,157,0,1735,14,4,8010,8100,11,7,4,2.14,17,201,7.0,56,3812,3123,1038,3031,3046,3006
269,106,0,1003,11,4,8005,8200,1,6,2,0.50,9,10,0.6,50,1029,2031,0,0,1401,3111
270,245,1,2076,11,4,8128,8300,12,4,7,4.75,17,51,1.5,49,3057,3152,3157,3165,1402,3020
271,64,0,1363,11,4,8010,8300,3,4,4,1.75,11,26,1.1,44,3067,2031,2055,3044,1412,3047
272,64,1,1597,11,4,8010,8300,10,3,10,6.67,14,18,0.7,69,3026,1037,0,3071,1412,3111
273,56,1,1302,11,4,8112,8000,10,1,5,15.00,13,14,0.6,38,2031,3142,2055,3147,1412,3047
274,64,1,1691,11,4,8010,8300,11,1,8,19.00,15,43,1.5,58,3147,3053,2055,3380,1400,3111
275,555,0,1954,14,4,8439,8100,4,7,9,1.86,13,53,1.6,41,1031,3026,3857,2055,3179,3117
276,64,1,2799,11,4,8010,8300,7,13,7,1.08,18,44,0.9,40,3156,3026,1011,3071,1400,3111
277,64,1,1609,11,4,8010,8300,8,6,6,2.33,13,10,0.4,44,3179,3052,2055,3071,1412,3047
278,20,1,1899,11,4,8230,8100,8,4,22,7.50,16,40,1.3,73,3742,3152,2421,3067,1413,3111
279,2,0,984,11,4,8010,8200,0,2,0,0.00,9,20,1.2,0,3715,2031,1029,3044,1001,3067
280,245,1,1214,11,4,8358,8100,4,0,6,12.00,12,26,1.3,43,2031,3152,0,3111,1402,0
281,32,0,1149,11,4,8439,8100,3,2,8,5.50,11,14,0.7,79,1011,2031,2055,3082,1401,3047
282,2,1,1418,11,4,8010,8300,12,4,7,4.75,14,21,0.9,79,3065,2031,1037,3071,1400,3047
283,203,0,1438,11,4,8005,8300,2,6,3,0.83,10,16,0.7,71,0,3153,0,0,1412,3006
284,60,0,1055,11,4,8112,8200,3,2,1,2.00,10,13,0.7,44,1052,2031,2055,3916,1402,1001
285,64,0,1806,11,4,8010,8300,7,3,11,6.00,13,34,1.1,82,3071,3053,2055,0,1400,3111
286,64,0,1324,11,4,8010,8300,4,4,3,1.75,11,14,0.6,47,3044,1033,0,3067,1400,3111
287,64,0,1217,11,4,8010,8300,4,8,1,0.62,9,23,1.1,50,0,2031,2055,3071,1400,2422
288,64,1,1982,11,4,8010,8300,4,4,14,4.50,16,20,0.6,49,3053,0,2055,3071,1400,3047
289,4,0,1525,1,4,8360,8400,1,6,1,0.33,12,152,6.0,40,3113,3157,2033,3057,3027,3009
290,4,1,1428,14,4,8112,8300,4,1,7,11.00,14,155,6.5,46,3113,3157,2033,1082,3027,3158
291,106,0,1215,11,4,8005,8200,4,4,5,2.25,11,28,1.4,36,2031,3800,2055,3076,1401,3047
292,106,1,1863,11,4,8005,8200,9,3,17,8.67,17,70,2.3,57,1057,3800,3193,3065,1401,3009
293,60,1,1964,11,4,8112,8200,6,3,17,7.67,16,30,0.9,74,1052,3157,1026,3165,1402,3117
294,4,0,1299,14,4,8360,8400,5,3,4,3.00,12,153,7.1,82,3100,2033,3157,0,3027,3158
295,64,1,1138,11,4,8010,8300,7,0,5,14.40,11,13,0.7,57,3044,3067,2055,3155,1400,3111
296,60,1,1766,11,4,8112,8200,5,3,10,5.00,15,32,1.1,47,1052,3157,2055,3165,1402,3117
297,4,1,1730,14,4,8360,8400,4,3,23,9.00,15,170,5.9,82,3113,2033,3157,3100,3027,3158
298,4,1,1918,14,4,8112,8300,7,3,8,5.00,16,222,6.9,50,3089,1052,3157,3100,3027,3009
299,157,0,1214,14,4,8010,8100,2,6,3,0.83,11,137,6.8,45,1055,3105,1053,0,3046,3006
300,157,0,1892,14,4,8010,8100,5,6,4,1.50,16,228,7.2,39,3812,1042,0,3046,3031,3006
301,4,1,996,14,4,8360,8400,3,1,4,7.00,12,132,8.0,41,1026,2033,3027,3057,3113,3111
302,157,1,1291,14,4,8010,8100,7,4,5,3.00,13,127,5.9,46,1055,1053,1036,3031,3046,3006
303,157,1,1715,14,4,8010,8100,17,3,5,7.33,17,219,7.7,58,3026,1011,3812,3031,3046,3006
304,4,0,1166,14,4,8112,8300,2,5,3,1.00,12,127,6.5,83,3113,2033,3057,1026,3027,3111
305,7,1,1474,14,4,8112,8300,6,4,2,2.00,13,125,5.1,29,3165,2033,2055,0,3285,3020
306,157,1,2019,14,4,8010,8100,8,5,7,3.00,17,209,6.2,33,1033,2420,3812,3031,3046,3006
307,4,0,1783,14,4,8112,8300,5,13,0,0.38,14,165,5.6,22,3113,1058,0,3100,3285,3158
308,157,0,1423,14,4,8010,8100,2,7,0,0.29,13,148,6.2,22,3046,1053,1038,1055,1055,3006
309,157,1,1382,14,4,8010,8100,6,3,7,4.33,15,164,7.1,46,1055,1053,1053,3046,3031,3006
310,157,1,1294,14,4,8010,8100,10,1,7,17.00,15,188,8.7,59,1055,3140,1055,3031,3046,3006
311,4,1,1391,14,4,8112,8300,10,1,9,19.00,14,170,7.3,68,3108,3100,2055,3041,3027,3020
312,4,0,2112,14,4,8112,8300,8,10,11,1.90,17,203,5.8,50,3100,3113,3165,3089,3027,3020
313,157,0,1059,14,4,8010,8100,7,8,4,1.38,11,99,5.6,85,1055,3144,2031,1043,3046,3006
314,84,1,973,14,4,8010,8100,5,3,5,3.33,11,91,5.6,45,0,3146,1052,1026,1054,1001
315,64,0,1297,11,4,8010,8300,4,5,7,2.20,11,38,1.8,73,3071,2031,2055,0,1400,3047
316,157,0,1596,14,4,8010,8100,11,10,6,1.70,15,169,6.4,74,3812,3140,0,3031,3046,3006
317,142,1,1356,14,4,8112,8300,2,6,5,1.17,12,107,4.7,26,1082,2033,0,3285,3916,3020
318,245,0,2447,14,4,8112,8200,11,10,10,2.10,18,198,4.9,54,3165,3152,3157,1058,3100,3111
319,84,0,1245,14,4,8010,8100,8,4,0,2.00,14,167,8.0,73,3165,3146,2031,3108,0,3020
320,157,1,1506,14,4,8010,8100,4,1,2,6.00,15,189,7.5,30,1055,2031,0,3031,3046,3006
321,4,0,2514,1,4,8360,8400,8,7,13,3.00,18,286,6.8,70,3135,3157,3027,3100,3089,3111
322,157,0,1653,14,4,8010,8100,2,9,3,0.56,14,166,6.0,29,1055,1036,0,3031,3046,3006
323,64,1,3009,11,4,8010,8300,20,4,18,9.50,18,107,2.1,73,3053,3812,3742,1400,3380,3111
324,38,1,1360,12,4,8021,8100,3,5,1,0.80,12,124,5.5,21,1052,2033,3802,3070,3027,3020
325,157,1,1443,14,4,8010,8100,7,4,3,2.50,14,163,6.8,33,3812,0,0,3371,3046,3006
326,157,1,1030,14,4,8010,8100,8,4,4,3.00,12,137,8.0,55,1037,1018,1053,1055,3046,3006
327,60,1,1405,11,4,8010,8200,3,4,13,4.00,12,8,0.3,59,3165,2031,1029,0,1402,3020
328,157,1,1334,14,4,8010,8100,11,3,4,5.00,14,148,6.7,45,3812,0,0,3046,3031,3006
329,81,1,1599,7,4,8010,8200,1,2,1,1.00,12,209,7.8,17,1055,2031,0,3042,3078,3158
330,84,0,1418,14,4,8010,8100,1,8,3,0.50,12,109,4.6,31,1054,3146,2421,3191,0,1001
331,84,1,1985,14,4,8010,8100,14,9,4,2.00,17,150,4.5,41,3165,3146,3157,1026,1058,3020
332,106,1,1381,11,4,8010,8300,3,4,4,1.75,12,36,1.6,35,2031,3800,2055,0,1401,3111
333,64,0,1372,11,4,8010,8300,3,2,3,3.00,11,21,0.9,67,3071,2031,0,0,1400,3047
334,81,1,1416,7,4,8010,8200,4,2,2,3.00,14,173,7.3,38,1055,3144,2031,3078,3042,1001
335,81,0,1677,7,4,8010,8200,7,5,8,3.00,14,190,6.8,88,1055,3153,3123,3042,3025,3158
336,517,0,1512,11,4,8010,8100,2,7,2,0.57,11,21,0.8,29,2031,3152,2055,1028,1402,1001
337,157,0,1090,14,4,8010,8100,0,6,1,0.17,10,119,6.6,12,3046,2031,0,1055,1055,3006
338,157,0,1272,14,4,8010,8100,3,2,0,1.50,13,156,7.4,25,1055,1018,2055,3091,3046,3006
339,42,0,2260,12,4,8021,8300,13,4,7,5.00,18,209,5.5,77,3031,3140,3094,3078,3042,3020
340,4,1,1934,14,4,8360,8400,7,4,8,3.75,17,216,6.7,41,3100,3157,1058,3165,3027,3009
341,141,1,1399,12,4,8010,8400,7,3,6,4.33,14,159,6.8,37,1054,1053,3071,3065,3133,3111
342,141,1,1088,12,4,8010,8400,4,0,1,6.00,13,166,9.2,42,1054,2031,1028,3071,3812,3111
343,157,0,1389,14,4,8010,8100,0,6,3,0.50,12,156,6.7,30,1043,3140,1036,1055,3046,3006
344,4,0,2080,12,4,8360,8400,5,3,8,4.33,17,240,6.9,72,3165,1058,3100,3285,3027,3009
345,141,0,1856,11,4,8128,8000,11,7,9,2.86,16,43,1.4,62,3179,1037,3814,3147,1400,3117
346,81,0,1863,7,4,8010,8200,3,7,15,2.57,15,162,5.2,53,1043,3144,3123,3078,3042,3158
347,145,0,2073,7,4,9923,8000,6,3,5,3.67,15,217,6.3,44,3124,3157,2421,3115,3042,3006
348,81,0,1857,12,4,8010,8200,5,10,4,0.90,14,169,5.5,47,1055,3153,2031,3384,3042,3158
349,141,0,1456,12,4,8010,8400,4,9,3,0.78,13,152,6.3,44,1055,0,0,3071,3812,3111
350,412,0,1704,14,4,8439,8300,2,8,9,1.38,11,32,1.1,69,3067,2031,3855,2055,3050,3117
351,38,1,1763,12,4,8021,8100,23,1,11,34.00,18,174,5.9,72,3165,3157,3040,3089,3027,3020
352,38,0,1860,12,4,8021,8100,6,7,3,1.29,16,222,7.2,39,1052,3157,3040,2055,3027,3111
353,157,1,1217,14,4,8010,8100,2,1,6,8.00,13,151,7.4,47,1055,2031,1018,1038,3046,3006
354,4,0,2259,12,4,8112,8300,7,5,12,3.80,18,281,7.5,59,1058,3157,3907,3100,3027,3009
355,4,1,1436,12,4,8360,8400,5,2,13,9.00,14,147,6.1,55,1026,3157,2033,3041,3027,3111
356,25,0,1400,3,4,8229,8300,1,2,3,2.00,10,12,0.5,57,3191,2421,3853,2031,3504,1001
357,432,0,1419,14,4,8465,8100,2,3,5,2.33,11,33,1.4,54,3801,3114,3860,0,3174,3009
358,141,0,1965,12,4,8010,8400,10,7,3,1.86,17,244,7.5,42,3026,1036,3065,3812,3071,3047
359,141,0,1809,11,4,8128,8200,6,7,5,1.57,13,32,1.1,48,3147,3142,2055,0,1400,3158
360,81,1,1864,7,4,8010,8200,8,2,6,7.00,16,185,6.0,50,1055,3153,3123,3042,3078,3158
361,157,0,2131,3,4,8010,8100,7,5,6,2.60,18,242,6.8,59,3031,3153,3022,0,3046,3006
362,154,1,1736,11,4,8439,8300,4,2,10,7.00,14,28,1.0,54,3083,0,2055,3109,1401,3047
363,266,0,1224,12,4,8010,8100,2,5,0,0.40,12,133,6.5,33,1055,2031,3133,1055,3071,3047
364,141,1,1354,12,4,8010,8400,3,4,1,1.00,14,197,8.7,22,1055,3077,3133,1036,3071,3047
365,141,0,2581,12,4,8010,8100,5,9,6,1.22,18,258,6.0,39,3065,3026,2055,3812,3071,3111
366,141,1,1130,12,4,8010,8100,5,3,4,3.00,13,148,7.9,36,1055,3071,1053,3105,3133,3111
367,141,1,2196,12,4,8010,8400,7,6,12,3.17,18,210,5.7,41,1038,3812,0,3065,3071,3047
368,141,1,2348,12,4,8010,8400,9,7,3,1.71,18,234,6.0,38,3065,3077,1038,3812,3071,3047
369,141,1,1404,12,4,8010,8400,6,5,6,2.40,14,152,6.5,41,1055,3077,1028,3812,3071,3047
370,141,1,946,12,4,8010,8100,2,3,4,2.00,11,106,6.7,38,1054,2031,0,3133,3071,0
371,81,0,1398,14,4,8358,8200,1,5,5,1.20,10,16,0.7,55,1037,0,3864,3070,3025,2422
372,203,0,1752,11,4,8010,8200,6,5,9,3.00,15,54,1.8,54,3071,3153,2031,1036,1412,3006
373,421,1,2266,11,4,9923,8200,10,4,12,5.50,17,45,1.2,51,3053,3026,1028,3071,1400,3111
374,81,0,2108,1,4,8010,8200,8,6,3,1.83,18,216,6.1,52,3033,3153,0,3078,3042,3158
375,555,0,1437,14,4,8439,8100,3,3,6,3.00,11,35,1.5,60,3179,2003,3857,2055,3147,3117
376,64,0,2055,11,4,8010,8300,5,5,7,2.40,14,52,1.5,34,3053,1028,2055,3071,1400,3111
377,81,0,2094,1,4,8010,8200,9,5,10,3.80,17,226,6.5,49,1036,3139,3042,3033,3078,3158
378,81,0,1747,7,4,8010,8200,1,5,2,0.60,14,187,6.4,18,1055,2031,3144,3042,3078,3158
379,53,1,1691,14,4,8439,8300,3,1,15,18.00,12,28,1.0,56,1028,3800,3857,2055,3109,3117
380,54,0,1645,12,4,8229,8300,1,5,4,1.00,13,88,3.2,25,1054,2031,3067,3211,3068,3047
381,104,0,1351,11,4,8230,8000,3,4,5,2.00,12,42,1.9,73,3044,2031,3067,3179,1412,1001
382,157,0,1815,7,4,8010,8100,6,6,8,2.33,16,271,9.0,67,3022,3153,2055,3371,3046,3006
383,236,0,1407,1,4,8005,8300,6,9,5,1.22,12,134,5.7,65,1038,3153,1037,1018,3133,3006
384,157,1,2038,7,4,8010,8100,16,8,4,2.50,18,178,5.2,51,3812,3153,3140,3031,3046,3006
385,145,0,1391,1,4,9923,8000,4,9,9,1.44,12,148,6.4,46,1055,3101,0,3124,3004,3006
386,81,1,2066,7,4,8010,8200,7,3,12,6.33,16,176,5.1,56,3035,3153,3123,3042,3025,3158
387,30,0,1945,11,4,8128,8000,3,8,3,0.75,15,107,3.3,29,3089,2031,1029,3165,1402,3020
388,432,1,2157,21,4,8465,8100,3,4,25,7.00,17,34,0.9,80,3174,3190,3853,3107,3108,3117
389,145,1,1783,7,4,9923,8000,14,5,14,5.60,15,161,5.4,82,3115,3157,0,3124,3042,3006
390,81,1,1233,7,4,8010,8200,4,0,7,13.20,12,164,8.0,50,0,2031,0,3078,3004,3158
391,517,0,1607,14,4,8010,8200,6,6,6,2.00,12,110,4.1,50,2421,3152,2033,1029,3285,3020
392,81,1,2125,7,4,8010,8200,6,3,10,5.33,17,241,6.8,55,3042,3153,2420,3140,3078,3158
393,516,0,1331,12,4,8437,8200,3,8,2,0.62,12,131,5.9,23,3010,1029,1057,3076,3068,1001
394,517,0,1454,14,4,8010,8300,6,5,2,1.60,13,130,5.4,53,3285,3152,2421,2033,3108,3020
395,53,1,1861,14,4,8439,8300,0,4,16,4.00,14,29,0.9,42,1029,1033,3857,3109,3050,3117
396,157,0,1701,14,4,8010,8100,4,9,5,1.00,14,155,5.5,43,1053,2031,3105,3031,3046,3006
397,157,1,1888,14,4,8010,8100,10,4,11,5.25,17,233,7.4,66,3072,3153,2420,3031,3046,3006
398,517,0,1495,11,4,8010,8100,1,7,1,0.29,11,21,0.8,20,0,3152,2031,0,1402,3158
399,53,1,3005,14,4,8439,8300,3,8,29,4.00,18,69,1.4,54,3083,3190,3193,3857,3109,3117
400,516,0,2139,12,4,8437,8200,4,5,5,1.80,17,205,5.8,28,3075,3379,2055,3373,3109,3047
401,98,0,2405,12,4,8437,8100,7,9,16,2.56,18,199,5.0,50,1028,3748,3193,3083,3068,3111
402,2,0,1996,11,4,8010,8200,4,2,9,6.50,15,51,1.5,65,3052,3800,2055,3071,1400,3111
403,350,0,1477,14,3,8214,8000,1,2,5,3.00,11,10,0.4,55,3174,3113,3851,2055,3114,3801
404,517,1,2022,11,4,8010,8300,10,11,12,2.00,17,37,1.1,59,1058,3152,3157,3165,1402,3158
405,516,1,1759,12,4,8437,8200,8,2,9,8.50,17,201,6.9,38,0,3193,3083,3373,3387,3047
406,58,0,2068,12,4,8010,8400,4,8,7,1.38,17,235,6.8,58,3053,3153,2055,1029,3071,3111
407,432,1,1873,1,4,8465,8100,6,2,23,14.50,14,26,0.8,88,3190,3107,2055,3853,3174,3117
408,59,0,1717,11,4,8010,8300,0,7,10,1.43,12,17,0.6,67,1028,3193,2055,1011,1401,3111
409,157,1,1125,3,4,8010,8100,4,1,2,6.00,14,163,8.7,23,1055,2031,2055,3031,3046,3006
410,64,0,2247,11,4,8010,8300,15,8,11,3.25,17,41,1.1,68,3026,3053,1011,3071,1400,3047
411,517,0,2144,11,4,8010,8300,11,6,9,3.33,17,41,1.1,77,3165,3152,3157,3089,1402,3158
412,516,1,2560,12,4,8360,8200,4,11,15,1.73,18,193,4.5,51,3001,3193,0,3373,3387,3047
413,157,0,1749,12,4,8010,8100,4,9,4,0.89,15,215,7.4,47,1043,3144,3140,3046,3031,3006
414,157,1,2090,3,4,8010,8100,4,7,1,0.71,16,217,6.2,21,1036,2420,3812,3031,3046,3006
415,2,1,1582,11,4,8010,8300,1,4,9,2.50,14,45,1.7,40,3801,2031,3024,3071,1400,3047
416,67,1,1622,1,4,8005,8300,5,2,3,4.00,13,184,6.8,44,1054,3153,3140,3155,3124,3006
417,81,0,1748,7,4,8010,8200,1,5,5,1.20,13,176,6.0,43,1055,1036,3033,3078,3042,1001
418,81,1,1391,7,4,8010,8200,4,2,8,6.00,12,172,7.4,52,1055,3144,2003,3025,3042,3158
419,81,0,970,7,4,8010,8200,2,3,1,1.00,9,109,6.7,43,1055,2031,0,3057,3004,3158
420,236,1,1530,7,4,8005,8200,16,1,6,22.00,15,166,6.5,69,3508,3153,3140,1055,1053,3006
421,64,0,1513,11,4,8010,8300,3,8,7,1.25,11,35,1.4,71,3044,3067,2055,1400,3052,3047
422,2,1,1307,11,4,8010,8300,4,1,4,8.00,14,16,0.7,44,3800,0,0,3071,1400,3047
423,110,1,2302,7,4,8229,8300,8,6,7,2.50,17,232,6.0,44,3134,3142,3814,3147,3179,3009
424,110,0,2129,7,4,8229,8300,4,8,12,2.00,14,223,6.3,76,3147,3142,0,3814,3179,3009
425,64,0,2125,11,4,8010,8300,12,9,5,1.89,14,27,0.8,63,3053,3026,2055,3071,1400,3111
426,412,0,1294,14,4,8360,8400,1,8,7,1.00,10,33,1.5,47,3024,1029,3855,2055,3109,3117
427,157,0,1080,14,4,8010,8100,4,7,3,1.00,10,94,5.2,64,1042,1037,1038,1055,3046,3006
428,517,0,1957,11,4,8010,8300,2,9,5,0.78,13,34,1.0,33,3108,3152,2421,1029,1402,3158
429,517,1,1951,11,4,8010,8300,14,5,8,4.40,15,36,1.1,71,2055,3152,3157,3165,1402,3158
430,64,0,1673,11,4,8010,8300,5,5,5,2.00,12,29,1.0,59,1031,2420,2055,3071,1400,3047
431,64,0,1295,11,4,8010,8300,7,3,2,3.00,11,19,0.9,69,3071,2031,2055,1028,1400,3111
432,517,0,1901,11,4,8010,8100,6,12,8,1.17,13,29,0.9,61,1028,3152,3157,1052,1402,3158
433,64,1,1572,11,4,8010,8300,10,2,8,9.00,14,29,1.1,42,3026,1036,2055,3071,1400,3111
434,64,1,1446,11,4,8010,8300,8,3,13,7.00,12,30,1.2,58,1033,3071,2055,3026,1400,3111
435,64,1,1901,11,4,8010,8300,13,2,8,10.50,15,38,1.2,64,3026,3052,0,3071,1400,3111
436,64,0,2536,11,4,8010,8300,13,10,14,2.70,16,32,0.8,54,3053,3026,0,3071,1400,3111
437,517,1,1215,11,4,8010,8100,10,2,3,6.50,12,38,1.9,42,2031,3152,0,3041,1402,1001
438,64,0,2322,11,4,8010,8300,6,6,11,2.83,15,47,1.2,47,3052,3155,3133,3071,1400,3111
439,59,1,1208,11,4,8010,8300,7,2,7,7.00,11,26,1.3,61,1006,2421,2055,3742,1400,3111
440,64,1,1153,11,4,8010,8300,10,2,9,9.50,11,18,0.9,76,2031,2421,2055,3071,1400,3111
441,64,1,1923,11,4,8010,8300,11,6,17,4.67,15,37,1.2,65,3026,3053,2055,3071,1400,3111
442,64,1,1408,11,4,8010,8300,11,0,8,22.80,14,32,1.4,56,3044,3053,2055,3067,1400,3047
443,64,1,2447,11,4,8010,8300,15,8,13,3.50,18,53,1.3,54,3071,3083,3026,3053,1400,3047
444,517,1,1933,11,4,8010,8100,8,8,8,2.00,15,38,1.2,40,1058,3152,3157,0,1402,3158
445,2,1,1583,11,4,8010,8200,2,6,8,1.67,14,32,1.2,36,1038,2420,2055,3071,1400,3047
446,64,1,2165,11,4,8010,8300,9,2,19,14.00,17,50,1.4,74,3026,3380,2055,3053,1400,3047
447,64,0,2046,11,4,8010,8300,8,9,7,1.67,15,14,0.4,71,3052,3026,1037,3380,1400,3047
448,64,1,1502,11,4,8010,8300,9,2,10,9.50,14,30,1.2,68,3071,2031,2055,3026,1400,3111
449,517,0,1919,11,4,8010,8100,8,8,13,2.62,15,33,1.0,50,1058,3152,3157,1058,1402,3158
450,517,1,1954,11,4,8010,8100,2,7,7,1.29,14,27,0.8,31,3108,3152,2421,1058,1402,3158
451,517,0,2245,11,4,8010,8100,8,12,11,1.58,16,56,1.5,48,3165,3152,3157,0,1402,3020
452,517,1,1201,14,4,8010,8300,6,4,3,2.25,12,101,5.0,35,2010,3157,2033,3285,3067,1001
453,517,0,1900,11,4,8010,8100,6,6,7,2.17,14,49,1.5,62,0,3152,3157,0,1402,3158
454,64,1,1900,11,4,8010,8100,14,9,16,3.33,16,29,0.9,61,3179,3026,3052,3071,1400,3047
455,517,1,1220,11,4,8010,8100,7,1,6,13.00,11,35,1.7,59,2031,3152,2055,3113,1402,3158
456,58,1,1217,12,4,8010,8400,6,2,1,3.50,13,124,6.1,37,3133,3077,3105,1055,3071,3111
457,412,0,1419,14,4,8439,8300,1,5,4,1.00,10,16,0.7,56,3067,2031,3855,2055,3050,3117
458,517,1,2098,11,4,8010,8100,5,2,9,7.00,16,39,1.1,39,1058,3152,1058,3100,1402,3158
459,58,1,1561,12,4,8005,8400,1,4,4,1.25,14,129,5.0,14,1055,1036,2055,3071,3812,3047
460,60,0,1324,11,4,8112,8200,0,4,2,0.50,11,23,1.0,33,1402,2031,2055,3191,1052,3117
461,7,0,2554,14,4,8112,8300,6,12,6,1.00,16,154,3.6,38,3089,2421,2055,3165,3285,3111
462,517,1,1492,14,4,8010,8300,5,3,9,4.67,14,122,4.9,41,2055,3152,2420,2033,3285,3111
463,4,1,2137,14,4,8360,8400,10,6,13,3.83,17,189,5.3,64,3165,2421,3094,3100,3285,3158
464,157,0,968,14,4,8010,8100,1,4,0,0.25,10,94,5.8,33,1055,2031,2055,1036,3046,3006
465,203,0,1179,11,4,8005,8100,3,5,0,0.60,10,16,0.8,30,2031,3144,1042,1042,1412,3006
466,516,0,1594,12,4,8437,8200,6,4,4,2.50,14,134,5.0,56,1054,3082,3373,3076,3387,3047
467,2,1,2175,11,4,8010,8200,7,7,8,2.14,17,33,0.9,42,3053,3800,2055,3071,1400,3047
468,516,0,1417,12,4,8437,8200,3,4,1,1.00,12,123,5.2,44,1054,2031,1031,3751,3025,3047
469,516,0,1793,12,4,8437,8200,8,4,3,2.75,16,190,6.4,61,1031,3001,1057,3373,3387,3111
470,157,0,1039,12,4,8010,8100,1,6,1,0.33,10,100,5.8,25,0,2031,1055,1055,3046,3006
471,2,0,1331,11,4,8010,8200,7,2,3,5.00,12,42,1.9,77,3071,3024,2055,3801,1400,3111
472,2,0,1263,11,4,8010,8200,4,5,4,1.60,11,18,0.9,47,3071,2031,2055,3801,1400,1001
473,266,0,1587,12,4,8010,8100,4,4,4,2.00,13,137,5.2,57,1055,2003,1036,3812,3071,3047
474,516,1,2089,12,4,8437,8200,6,3,15,7.00,16,149,4.3,51,1057,2421,3075,3387,3373,3047
475,102,1,1820,14,12,8010,8100,3,8,10,1.62,16,143,4.7,32,3065,1028,0,3076,3812,3158
476,266,0,1351,12,4,8010,8100,3,7,1,0.57,12,100,4.4,24,1055,2031,2055,3071,3133,1053
477,2,0,1306,11,4,8010,8300,2,5,5,1.40,10,17,0.8,50,3047,2031,2055,3067,1401,3044
478,62,1,845,11,4,8010,8100,1,0,1,2.40,8,11,0.8,22,0,2031,2055,3134,1400,3111
479,2,1,2607,11,4,8010,8300,2,4,11,3.25,18,54,1.2,43,3052,3800,3026,3071,1412,3111
480,154,0,2592,11,4,8439,8300,3,1,19,22.00,18,87,2.0,65,1401,3193,3083,3076,3109,3111
481,245,1,2027,11,4,8128,8300,12,5,14,5.20,17,70,2.1,47,3100,3152,3157,2055,1402,3020
482,2,0,1624,11,4,8010,8300,5,9,6,1.22,12,17,0.6,52,3024,3801,0,3071,1400,2422
483,154,0,1347,11,4,8439,8300,2,3,8,3.33,10,17,0.8,56,3067,2031,0,1031,1401,3111
484,60,1,2157,11,4,8112,8200,7,5,12,3.80,16,48,1.3,49,3108,3157,1026,3165,1402,3111
485,2,1,1817,11,4,8010,8300,10,3,7,5.67,16,27,0.9,63,1400,3800,2420,3053,3071,3111
486,154,1,2198,11,4,8439,8300,9,4,29,9.50,18,33,0.9,69,3083,3193,1011,3109,1401,3111
487,64,1,2474,11,4,8010,8100,10,7,8,2.57,17,67,1.6,44,3147,2421,3053,3179,1400,3111
488,412,0,1544,3,4,8360,8400,3,4,6,2.25,11,33,1.3,69,1031,2424,3857,3109,3050,3117
